x,y,z
10.8,-3.0,-25.8
9.9,-2.7,-26.1
10.8,-3.0,-26.4
10.5,-2.7,-26.1
10.8,-1.8,-26.4
9.6,-0.6,-26.4
10.5,-0.9,-25.5
11.4,-1.8,-25.2
11.7,-0.9,-24.9
11.4,-0.6,-25.2
11.4,-2.4,-27.0
12.3,-2.7,-25.5
11.7,-2.7,-25.5
10.8,-1.2,-25.8
12.3,-2.7,-24.9
12.3,-2.1,-26.1
12.6,-1.8,-24.6
12.6,-1.8,-25.8
11.4,-1.2,-24.6
11.4,-2.4,-25.2
